Rank,English Title,Japanese Title,Link
716,Shokugeki no Souma,食戟のソーマ,https://myanimelist.net/manga/45757/Shokugeki_no_Souma
717,Arte,アルテ,https://myanimelist.net/manga/75929/Arte
718,Kobayashi-san Chi no Maid Dragon,小林さんちのメイドラゴン,https://myanimelist.net/manga/80119/Kobayashi-san_Chi_no_Maid_Dragon
719,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,青春ブタ野郎はバニーガール先輩の夢を見ない,https://myanimelist.net/manga/92182/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
720,5-toubun no Hanayome,五等分の花嫁,https://myanimelist.net/manga/103851/5-toubun_no_Hanayome
721,My Home Hero,マイホームヒーロー,https://myanimelist.net/manga/108032/My_Home_Hero
722,Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,無職転生 ～異世界行ったら本気だす～ 失意の魔術師編,https://myanimelist.net/manga/142765/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_-_Shitsui_no_Majutsushi-hen
723,Pink Heart Jam: Beat,ピンクハートジャム beat,https://myanimelist.net/manga/160131/Pink_Heart_Jam__Beat
724,Goblin Slayer Gaiden: Year One,ゴブリンスレイヤー外伝：イヤーワン,https://myanimelist.net/manga/109608/Goblin_Slayer_Gaiden__Year_One
725,Kubo-san wa Mob wo Yurusanai,久保さんは僕〈モブ〉を許さない,https://myanimelist.net/manga/122448/Kubo-san_wa_Mob_wo_Yurusanai
726,Cool Doji Danshi,クールドジ男子,https://myanimelist.net/manga/122615/Cool_Doji_Danshi
727,Sayonara Rose Garden,さよならローズガーデン,https://myanimelist.net/manga/122575/Sayonara_Rose_Garden
728,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!,本好きの下剋上～司書になるためには手段を選んでいられません～第二部 本のためなら巫女になる!,https://myanimelist.net/manga/122830/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_2-bu_-_Hon_no_Tame_nara_Miko_ni_Naru
729,Seishun Buta Yarou wa Logical Witch no Yume wo Minai,青春ブタ野郎はロジカルウィッチの夢を見ない,https://myanimelist.net/manga/133988/Seishun_Buta_Yarou_wa_Logical_Witch_no_Yume_wo_Minai
730,Fool Night,フールナイト,https://myanimelist.net/manga/135264/Fool_Night
731,Dekiru Neko wa Kyou mo Yuuutsu,デキる猫は今日も憂鬱,https://myanimelist.net/manga/137041/Dekiru_Neko_wa_Kyou_mo_Yuuutsu
732,New Game!,NEW GAME!,https://myanimelist.net/manga/62509/New_Game
733,GTO: Paradise Lost,GTO パラダイス・ロスト,https://myanimelist.net/manga/70589/GTO__Paradise_Lost
734,Takane to Hana,高嶺と花,https://myanimelist.net/manga/87813/Takane_to_Hana
735,Aishiteruze Babyââ,愛してるぜ ベイベ★★,https://myanimelist.net/manga/55/Aishiteruze_Babyââ
736,Tenshi Kinryouku,天使禁猟区,https://myanimelist.net/manga/448/Tenshi_Kinryouku
737,Sono Yubi dake ga Shitteiru,その指だけが知っている,https://myanimelist.net/manga/892/Sono_Yubi_dake_ga_Shitteiru
738,"Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story",電車男 ネット発、各駅停車のラブ・ストーリー,https://myanimelist.net/manga/1158/Densha_Otoko__Net_Hatsu_Kakueki_Teisha_no_Love_Story
739,Marie no Kanaderu Ongaku,Marieの奏でる音楽,https://myanimelist.net/manga/1766/Marie_no_Kanaderu_Ongaku
740,Moe Kare!!,萌えカレ!!,https://myanimelist.net/manga/1978/Moe_Kare
741,Clannad,クラナド,https://myanimelist.net/manga/2598/Clannad
742,Shanaou Yoshitsune,遮那王 義経,https://myanimelist.net/manga/4031/Shanaou_Yoshitsune
743,Shitsuji-sama no Okiniiri,執事様のお気に入り,https://myanimelist.net/manga/4470/Shitsuji-sama_no_Okiniiri
744,Kouya no Tenshidomo,荒野の天使ども,https://myanimelist.net/manga/7024/Kouya_no_Tenshidomo
745,Kimi no Iru Machi,君のいる町,https://myanimelist.net/manga/8483/Kimi_no_Iru_Machi
746,Sun-Ken Rock,サンケンロック,https://myanimelist.net/manga/8848/Sun-Ken_Rock
747,Bambino!,バンビ～ノ！,https://myanimelist.net/manga/11977/Bambino
748,Saiyaku wa Boku wo Suki Sugiru,災厄は僕を好きすぎる,https://myanimelist.net/manga/28631/Saiyaku_wa_Boku_wo_Suki_Sugiru
749,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,クラスで２番目に可愛い女の子と友だちになった,https://myanimelist.net/manga/149804/Class_de_2-banme_ni_Kawaii_Onnanoko_to_Tomodachi_ni_Natta
750,Tomo-chan wa Onnanoko!,トモちゃんは女の子！,https://myanimelist.net/manga/92149/Tomo-chan_wa_Onnanoko
751,Namidaame to Serenade,涙雨とセレナーデ,https://myanimelist.net/manga/94676/Namidaame_to_Serenade
752,Sengoku Komachi Kuroutan: Noukou Giga,戦国小町苦労譚 農耕戯画,https://myanimelist.net/manga/107570/Sengoku_Komachi_Kuroutan__Noukou_Giga
753,Sword Art Online: Project Alicization,ソードアート・オンライン プロジェクト・アリシゼーション,https://myanimelist.net/manga/99386/Sword_Art_Online__Project_Alicization
754,Shin Petshop of Horrors,新 Petshop of Horrors,https://myanimelist.net/manga/462/Shin_Petshop_of_Horrors
755,Saishuu Heiki Kanojo,最終兵器彼女,https://myanimelist.net/manga/773/Saishuu_Heiki_Kanojo
756,Mademoiselle Butterfly,マドモワゼルバタフライ,https://myanimelist.net/manga/1895/Mademoiselle_Butterfly
757,Zetsuen no Tempest,絶園のテンペスト,https://myanimelist.net/manga/15205/Zetsuen_no_Tempest
758,Kimi wa Tsukiyo ni Hikarikagayaku,君は月夜に光り輝く,https://myanimelist.net/manga/114852/Kimi_wa_Tsukiyo_ni_Hikarikagayaku
759,Asper Kanojo,アスペル・カノジョ,https://myanimelist.net/manga/118873/Asper_Kanojo
760,Maou no Musume wa Yasashisugiru!!,魔王の娘は優しすぎる!!,https://myanimelist.net/manga/121945/Maou_no_Musume_wa_Yasashisugiru
761,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 3-bu - Ryouchi ni Hon wo Hirogeyou!,本好きの下剋上～司書になるためには手段を選んでいられません～第三部 領地に本を広げよう!,https://myanimelist.net/manga/122851/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_3-bu_-_Ryouchi_ni_Hon_wo_Hirogeyou
762,Restart wa Tadaima no Ato de,リスタートはただいまのあとで,https://myanimelist.net/manga/127366/Restart_wa_Tadaima_no_Ato_de
763,Sousei no Onmyouji,双星の陰陽師,https://myanimelist.net/manga/60511/Sousei_no_Onmyouji
764,Fairy Tail ZerÃ¸,FAIRY TAIL ZERØ,https://myanimelist.net/manga/69903/Fairy_Tail_ZerÃ¸
765,Out,OUT -アウト-,https://myanimelist.net/manga/70557/Out
766,Hidamari ga Kikoeru: Shunkashuutou,ひだまりが聴こえる－春夏秋冬－,https://myanimelist.net/manga/139289/Hidamari_ga_Kikoeru__Shunkashuutou
767,Rockman Gigamix,ロックマンギガミックス,https://myanimelist.net/manga/24302/Rockman_Gigamix
768,Tomodachi no Hanashi,友だちの話,https://myanimelist.net/manga/24821/Tomodachi_no_Hanashi
769,Flying Witch,ふらいんぐうぃっち,https://myanimelist.net/manga/46258/Flying_Witch
770,"Fuufu Ijou, Koibito Miman.",夫婦以上、恋人未満。,https://myanimelist.net/manga/115848/Fuufu_Ijou_Koibito_Miman
771,Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,青春ブタ野郎はプチデビル後輩の夢を見ない,https://myanimelist.net/manga/116482/Seishun_Buta_Yarou_wa_Petit_Devil_Kouhai_no_Yume_wo_Minai
772,Mieruko-chan,見える子ちゃん,https://myanimelist.net/manga/116790/Mieruko-chan
773,Kimi ni wa Todokanai.,君には届かない。,https://myanimelist.net/manga/120481/Kimi_ni_wa_Todokanai
774,Home,home,https://myanimelist.net/manga/132417/Home
775,Bokutachi wa Mada Aoku,ボクたちはまだ青く,https://myanimelist.net/manga/137146/Bokutachi_wa_Mada_Aoku
776,Ningen Shikkaku,人間失格,https://myanimelist.net/manga/106609/Ningen_Shikkaku
777,Tsuiraku JK to Haijin Kyoushi,墜落JKと廃人教師,https://myanimelist.net/manga/108639/Tsuiraku_JK_to_Haijin_Kyoushi
778,InuYasha,犬夜叉,https://myanimelist.net/manga/676/InuYasha
779,Ginga Tetsudou 999,銀河鉄道999,https://myanimelist.net/manga/776/Ginga_Tetsudou_999
780,Hakushaku Cain Series,伯爵カインシリーズ,https://myanimelist.net/manga/885/Hakushaku_Cain_Series
781,Kagen no Tsuki,下弦の月,https://myanimelist.net/manga/1267/Kagen_no_Tsuki
782,Tobaku Haouden Zero,賭博覇王伝 零,https://myanimelist.net/manga/3576/Tobaku_Haouden_Zero
783,Hetalia Axis Powers,ヘタリア Axis Powers,https://myanimelist.net/manga/8878/Hetalia_Axis_Powers
784,Ao no Exorcist,青の祓魔師〈エクソシスト〉,https://myanimelist.net/manga/13492/Ao_no_Exorcist
785,Azumanga Daioh: Hoshuu-hen,あずまんが大王 補習編,https://myanimelist.net/manga/13992/Azumanga_Daioh__Hoshuu-hen
786,Donten ni Warau Gaiden,曇天に笑う 外伝,https://myanimelist.net/manga/80469/Donten_ni_Warau_Gaiden
787,Toumei na Ai no Utsuwa,透明な愛のうつわ,https://myanimelist.net/manga/146517/Toumei_na_Ai_no_Utsuwa
788,Nigoru Hitomi de Nani wo Negau: Highserk Senki,濁る瞳で何を願う ハイセルク戦記,https://myanimelist.net/manga/144241/Nigoru_Hitomi_de_Nani_wo_Negau__Highserk_Senki
789,Boruto: Two Blue Vortex,BORUTO-ボルト- -TWO BLUE VORTEX-,https://myanimelist.net/manga/160786/Boruto__Two_Blue_Vortex
790,Plastic Memories: Say to Good-bye,プラスティック・メモリーズ Say to good-bye,https://myanimelist.net/manga/90174/Plastic_Memories__Say_to_Good-bye
791,Hanazakari no Kimitachi e: After School,花ざかりの君たちへ After School,https://myanimelist.net/manga/22103/Hanazakari_no_Kimitachi_e__After_School
792,Kidou Senshi Gundam Thunderbolt,機動戦士ガンダム サンダーボルト,https://myanimelist.net/manga/37683/Kidou_Senshi_Gundam_Thunderbolt
793,Kamisama ga Uso wo Tsuku.,神様がうそをつく。,https://myanimelist.net/manga/50217/Kamisama_ga_Uso_wo_Tsuku
794,Uramichi Oniisan,うらみちお兄さん,https://myanimelist.net/manga/109910/Uramichi_Oniisan
795,Shinigami Bocchan to Kuro Maid,死神坊ちゃんと黒メイド,https://myanimelist.net/manga/110029/Shinigami_Bocchan_to_Kuro_Maid
796,Bungou Stray Dogs Gaiden: Ayatsuji Yukito vs. Kyougoku Natsuhiko,文豪ストレイドッグス外伝 綾辻行人 VS. 京極夏彦,https://myanimelist.net/manga/111603/Bungou_Stray_Dogs_Gaiden__Ayatsuji_Yukito_vs_Kyougoku_Natsuhiko
797,Hana ni Arashi,はなにあらし,https://myanimelist.net/manga/111857/Hana_ni_Arashi
798,Reigen: Reikyuuchi Max 131 no Otoko,REIGEN ～霊級値MAX131の男～,https://myanimelist.net/manga/113360/Reigen__Reikyuuchi_Max_131_no_Otoko
799,Giji Harem,疑似ハーレム,https://myanimelist.net/manga/116808/Giji_Harem
800,Isekai Ojisan,異世界おじさん,https://myanimelist.net/manga/120177/Isekai_Ojisan
801,Hoshifuru Oukoku no Nina,星降る王国のニナ,https://myanimelist.net/manga/122110/Hoshifuru_Oukoku_no_Nina
802,Lonely Girl ni Sakaraenai,ロンリーガールに逆らえない,https://myanimelist.net/manga/123270/Lonely_Girl_ni_Sakaraenai
803,Wondance,ワンダンス,https://myanimelist.net/manga/127120/Wondance
804,"Watashi wo Tabetai, Hitodenashi",私を喰べたい、ひとでなし,https://myanimelist.net/manga/129656/Watashi_wo_Tabetai_Hitodenashi
805,Onna no Sono no Hoshi,女の園の星,https://myanimelist.net/manga/131443/Onna_no_Sono_no_Hoshi
806,Rengoku ni Warau,煉獄に笑う,https://myanimelist.net/manga/57249/Rengoku_ni_Warau
807,Gangsta:Cursed.: EP_Marco Adriano,GANGSTA:CURSED. EP_MARCO ADRIANO,https://myanimelist.net/manga/69015/Gangsta_Cursed__EP_Marco_Adriano
808,Ao Haru Ride: Awaken,アオハライド awaken,https://myanimelist.net/manga/77239/Ao_Haru_Ride__Awaken
809,LuckyâStar,らき☆すた,https://myanimelist.net/manga/587/LuckyâStar
810,Tenshi ja Nai!!,天使じゃない！！,https://myanimelist.net/manga/820/Tenshi_ja_Nai
811,The World Is Mine,ザ・ワールド・イズ・マイン,https://myanimelist.net/manga/1408/The_World_Is_Mine
812,Uragiri wa Boku no Namae wo Shitteiru,裏切りは僕の名前を知っている,https://myanimelist.net/manga/1951/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
813,Deep Love: Pao no Monogatari,ＤｅｅｐＬｏｖｅ パオの物語,https://myanimelist.net/manga/3101/Deep_Love__Pao_no_Monogatari
814,Kieli: Shisha-tachi wa Kouya ni Nemuru,キーリ～死者たちは荒野に眠る～,https://myanimelist.net/manga/3522/Kieli__Shisha-tachi_wa_Kouya_ni_Nemuru
815,Saijou no Meii,最上の命医,https://myanimelist.net/manga/7656/Saijou_no_Meii
816,Shin Tekken Chinmi,新鉄拳チンミ,https://myanimelist.net/manga/8094/Shin_Tekken_Chinmi
817,Thomas no Shinzou,トーマの心臓,https://myanimelist.net/manga/9152/Thomas_no_Shinzou
818,Shinrei Tantei Yakumo: Akai Hitomi wa Shitteiru,心霊探偵 八雲 ～赤い瞳は知っている～,https://myanimelist.net/manga/11089/Shinrei_Tantei_Yakumo__Akai_Hitomi_wa_Shitteiru
819,Battle Royale,バトル・ロワイアル,https://myanimelist.net/manga/142/Battle_Royale
820,Suzuka,涼風,https://myanimelist.net/manga/430/Suzuka
821,Houkago Hokenshitsu,放課後保健室,https://myanimelist.net/manga/710/Houkago_Hokenshitsu
822,Hydra,HYDRA,https://myanimelist.net/manga/902/Hydra
823,Darren Shan,ダレン・シャン,https://myanimelist.net/manga/6140/Darren_Shan
824,Shibatora,シバトラ,https://myanimelist.net/manga/7716/Shibatora
825,Little Busters!,リトルバスターズ!,https://myanimelist.net/manga/8677/Little_Busters
826,Clannad: Tomoyo Dearest,CLANNAD 〜tomoyo dearest〜,https://myanimelist.net/manga/11777/Clannad__Tomoyo_Dearest
827,Inu x Boku SS,妖狐×僕SS,https://myanimelist.net/manga/17207/Inu_x_Boku_SS
828,All Around Type-Moon,ALL AROUND TYPE-MOON,https://myanimelist.net/manga/27327/All_Around_Type-Moon
829,Kyou no Kira-kun,きょうのキラ君,https://myanimelist.net/manga/35035/Kyou_no_Kira-kun
830,No Game No Life,ノーゲーム・ノーライフ,https://myanimelist.net/manga/48397/No_Game_No_Life
831,Boku to Kimi no Taisetsu na Hanashi,僕と君の大切な話,https://myanimelist.net/manga/91767/Boku_to_Kimi_no_Taisetsu_na_Hanashi
832,Kageki Shoujo!!,かげきしょうじょ!!,https://myanimelist.net/manga/94251/Kageki_Shoujo
833,Kino no Tabi: The Beautiful World,キノの旅 -the Beautiful World-,https://myanimelist.net/manga/104475/Kino_no_Tabi__The_Beautiful_World
834,Takane no Ran-san,高嶺の蘭さん,https://myanimelist.net/manga/108424/Takane_no_Ran-san
835,Gekijouban Steins;Gate: Fuka Ryouiki no DÃ©jÃ  vu,劇場版 STEINS；GATE 負荷領域のデジャヴ,https://myanimelist.net/manga/62951/Gekijouban_Steins_Gate__Fuka_Ryouiki_no_DÃ©jÃ _vu
836,Oushitsu Kyoushi Heine,王室教師ハイネ,https://myanimelist.net/manga/75243/Oushitsu_Kyoushi_Heine
837,Kuroko no Basket: Extra Game,黒子のバスケ EXTRA GAME,https://myanimelist.net/manga/83807/Kuroko_no_Basket__Extra_Game
838,Black Clover,ブラッククローバー,https://myanimelist.net/manga/86337/Black_Clover
839,50cm no Isshou,ゴジュッセンチの一生,https://myanimelist.net/manga/113667/50cm_no_Isshou
840,Persona 5: Mementos Mission,ペルソナ5 メメントスミッション,https://myanimelist.net/manga/115958/Persona_5__Mementos_Mission
841,Toorigakari ni One Point Advice shiteiku Type no Yankee,通りがかりにワンポイントアドバイスしていくタイプのヤンキー,https://myanimelist.net/manga/124154/Toorigakari_ni_One_Point_Advice_shiteiku_Type_no_Yankee
842,Gakkougurashi! Otayori,がっこうぐらし!～おたより～,https://myanimelist.net/manga/128108/Gakkougurashi_Otayori
843,Gomashio to Pudding,ゴマ塩とぷりん,https://myanimelist.net/manga/131807/Gomashio_to_Pudding
844,Rii-chan,りーちゃん,https://myanimelist.net/manga/170269/Rii-chan
845,Rave,RAVE,https://myanimelist.net/manga/14/Rave
846,Shinshi Doumei Cross,紳士同盟†,https://myanimelist.net/manga/37/Shinshi_Doumei_Cross
847,Hayate no Gotoku!,ハヤテのごとく!,https://myanimelist.net/manga/696/Hayate_no_Gotoku
848,Kaze Hikaru,風光る,https://myanimelist.net/manga/1072/Kaze_Hikaru
849,New York New York,ニューヨーク・ニューヨーク,https://myanimelist.net/manga/4011/New_York_New_York
850,Moon: Subaru Solitude Standing,MOON —昴 ソリチュード スタンディング—,https://myanimelist.net/manga/6889/Moon__Subaru_Solitude_Standing
851,SaintâOniisan,聖☆おにいさん,https://myanimelist.net/manga/8947/SaintâOniisan
852,Koizora: Setsunai Koimonogatari,恋空～切ナイ恋物語～,https://myanimelist.net/manga/11072/Koizora__Setsunai_Koimonogatari
853,Jin,JIN-仁-,https://myanimelist.net/manga/11493/Jin
854,Shinryaku! Ika Musume,侵略!イカ娘,https://myanimelist.net/manga/12671/Shinryaku_Ika_Musume
855,Sarashi Asobi,さらしあそび,https://myanimelist.net/manga/16034/Sarashi_Asobi
856,Rec: Kimi ga Naita Hi,REC－君が泣いた日－,https://myanimelist.net/manga/34091/Rec__Kimi_ga_Naita_Hi
857,Sewayaki Kitsune no Senko-san,世話やきキツネの仙狐さん,https://myanimelist.net/manga/111276/Sewayaki_Kitsune_no_Senko-san
858,Fate/Grand Order: Epic of Remnant - Ashu Tokuiten III/Ashu Heikou Sekai - Shizan Ketsuga Butai Shimousa no Kuni - Eirei Kengou Nanaban Shoubu,Fate/Grand Order-Epic of Remnant-亜種特異点3/亜種並行世界 屍山血河舞台 下総国 英霊剣豪七番勝負,https://myanimelist.net/manga/117241/Fate_Grand_Order__Epic_of_Remnant_-_Ashu_Tokuiten_III_Ashu_Heikou_Sekai_-_Shizan_Ketsuga_Butai_Shimousa_no_Kuni_-_Eirei_Kengou_Nanaban_Shoubu
859,Boys Run the Riot,ボーイズ・ラン・ザ・ライオット,https://myanimelist.net/manga/124520/Boys_Run_the_Riot
860,Isekai no Sata wa Shachiku Shidai,異世界の沙汰は社畜次第,https://myanimelist.net/manga/132378/Isekai_no_Sata_wa_Shachiku_Shidai
861,Hengoku no Schwester,辺獄のシュヴェスタ,https://myanimelist.net/manga/90609/Hengoku_no_Schwester
862,Emiya-san Chi no Kyou no Gohan,衛宮さんちの今日のごはん,https://myanimelist.net/manga/96812/Emiya-san_Chi_no_Kyou_no_Gohan
863,Migi to Dali,ミギとダリ,https://myanimelist.net/manga/107774/Migi_to_Dali
864,Steins;Gate: Mugen Enten no Arc Light,STEINS;GATE 無限遠点のアークライト,https://myanimelist.net/manga/74337/Steins_Gate__Mugen_Enten_no_Arc_Light
865,Kasane,累－かさね－,https://myanimelist.net/manga/55377/Kasane
866,Shinohayu: The Dawn of Age,シノハユ the dawn of age,https://myanimelist.net/manga/56435/Shinohayu__The_Dawn_of_Age
867,Katayoku no Labyrinth,片翼のラビリンス,https://myanimelist.net/manga/65489/Katayoku_no_Labyrinth
868,Kenrantaru Grande ScÃ¨ne,絢爛たるグランドセーヌ,https://myanimelist.net/manga/69841/Kenrantaru_Grande_ScÃ¨ne
869,Beniiro Hero,紅色HERO,https://myanimelist.net/manga/634/Beniiro_Hero
870,Dogs: Stray Dogs Howling in the Dark,狗-DOGS- Stray dogs howling in the dark,https://myanimelist.net/manga/1376/Dogs__Stray_Dogs_Howling_in_the_Dark
871,Chi's Sweet Home,チーズスイートホーム,https://myanimelist.net/manga/1397/Chis_Sweet_Home
872,Orpheus no Mado,オルフェウスの窓,https://myanimelist.net/manga/1472/Orpheus_no_Mado
873,Ushio to Tora,うしおととら,https://myanimelist.net/manga/7747/Ushio_to_Tora
874,Ginga Tetsudou 999 (1996),銀河鉄道999,https://myanimelist.net/manga/9705/Ginga_Tetsudou_999_1996
875,Junjou Mistake,純情ミステイク,https://myanimelist.net/manga/10309/Junjou_Mistake
876,Ilegenes: Kokuyou no Kiseki,イルゲネス～黒耀の軌跡～,https://myanimelist.net/manga/10740/Ilegenes__Kokuyou_no_Kiseki
877,Sora Log,ソラログ,https://myanimelist.net/manga/12064/Sora_Log
878,Acid Town,ACID TOWN,https://myanimelist.net/manga/14498/Acid_Town
879,Durarara!!,デュラララ!!,https://myanimelist.net/manga/14841/Durarara
880,Yume no Hashibashi,夢の端々,https://myanimelist.net/manga/141215/Yume_no_Hashibashi
881,Rinko-chan to Himosugara,凛子ちゃんとひもすがら,https://myanimelist.net/manga/148554/Rinko-chan_to_Himosugara
882,TokyoåRevengers: Baji Keisuke kara no Tegami,東京卍リベンジャーズ ～場地圭介からの手紙～,https://myanimelist.net/manga/149751/TokyoåRevengers__Baji_Keisuke_kara_no_Tegami
883,Koiwazurai no Ellie,恋わずらいのエリー,https://myanimelist.net/manga/92472/Koiwazurai_no_Ellie
884,Nanbaka,ナンバカ,https://myanimelist.net/manga/93398/Nanbaka
885,Hanakoi Tsurane,花恋つらね,https://myanimelist.net/manga/95228/Hanakoi_Tsurane
886,Usotoki Rhetoric,嘘解きレトリック,https://myanimelist.net/manga/99575/Usotoki_Rhetoric
887,"Inari, Konkon, Koi Iroha.",いなり、こんこん、恋いろは。,https://myanimelist.net/manga/23689/Inari_Konkon_Koi_Iroha
888,Durarara!! Saika-hen,デュラララ!! 罪歌編,https://myanimelist.net/manga/34335/Durarara_Saika-hen
889,Kimi wa Natsu no Naka,君は夏のなか,https://myanimelist.net/manga/109330/Kimi_wa_Natsu_no_Naka
890,Urasekai Picnic,裏世界ピクニック,https://myanimelist.net/manga/110766/Urasekai_Picnic
891,Oniichan wa Oshimai!,お兄ちゃんはおしまい！,https://myanimelist.net/manga/112592/Oniichan_wa_Oshimai
892,Kotarou wa Hitorigurashi,コタローは1人暮らし,https://myanimelist.net/manga/117954/Kotarou_wa_Hitorigurashi
893,Dai Dark,大ダーク,https://myanimelist.net/manga/118858/Dai_Dark
894,Futari Ashita mo Sorenari ni,ふたり明日もそれなりに,https://myanimelist.net/manga/120367/Futari_Ashita_mo_Sorenari_ni
895,Watashi no Oshi wa Akuyaku Reijou.,私の推しは悪役令嬢。,https://myanimelist.net/manga/129361/Watashi_no_Oshi_wa_Akuyaku_Reijou
896,MagMell Shinkai Suizokukan,マグメル深海水族館,https://myanimelist.net/manga/111323/MagMell_Shinkai_Suizokukan
897,Nora to Zassou,ノラと雑草,https://myanimelist.net/manga/114006/Nora_to_Zassou
898,Karasugaoka Don't Be Shy!!,烏ヶ丘Don't be shy!!,https://myanimelist.net/manga/118233/Karasugaoka_Dont_Be_Shy
899,"Ichido dake demo, Koukai Shitemasu.",一度だけでも、後悔してます。,https://myanimelist.net/manga/120716/Ichido_dake_demo_Koukai_Shitemasu
900,Touge Oni,峠鬼,https://myanimelist.net/manga/121043/Touge_Oni
901,Meitantei Conan: Keisatsu Gakkou-hen - Wild Police Story,名探偵コナン 警察学校編 Wild Police Story,https://myanimelist.net/manga/121951/Meitantei_Conan__Keisatsu_Gakkou-hen_-_Wild_Police_Story
902,Rebuild World,リビルドワールド,https://myanimelist.net/manga/122147/Rebuild_World
903,Kimi ni Todoke Bangai-hen: Unmei no Hito,君に届け 番外編～運命の人～,https://myanimelist.net/manga/128131/Kimi_ni_Todoke_Bangai-hen__Unmei_no_Hito
904,IS: Otoko demo Onna demo Nai Sei,IS ～男でも女でもない性～,https://myanimelist.net/manga/3993/IS__Otoko_demo_Onna_demo_Nai_Sei
905,Kamen Rider Spirits,仮面ライダーSPIRITS,https://myanimelist.net/manga/4742/Kamen_Rider_Spirits
906,Baki: New Grappler Baki,バキ―NEW GRAPPLER BAKI,https://myanimelist.net/manga/5157/Baki__New_Grappler_Baki
907,Yume-iro PÃ¢tissiÃ¨re,夢色パティシエール,https://myanimelist.net/manga/10386/Yume-iro_PÃ¢tissiÃ¨re
908,Hammer Session!,ハンマーセッション！,https://myanimelist.net/manga/12269/Hammer_Session
909,Arakawa Under the Bridge,荒川アンダーザブリッジ,https://myanimelist.net/manga/14154/Arakawa_Under_the_Bridge
910,Darker than Black: Shikkoku no Hana,DARKER THAN BLACK -漆黒の花-,https://myanimelist.net/manga/14975/Darker_than_Black__Shikkoku_no_Hana
911,ItsuwaribitoâUtsuhoâ,いつわりびと◆空◆,https://myanimelist.net/manga/16815/ItsuwaribitoâUtsuhoâ
912,Les MisÃ©rables,LES MISERABLES レ・ミゼラブル,https://myanimelist.net/manga/55301/Les_MisÃ©rables
913,Mahouka Koukou no Rettousei: Tsuioku-hen,魔法科高校の劣等生 追憶編,https://myanimelist.net/manga/60977/Mahouka_Koukou_no_Rettousei__Tsuioku-hen
914,Kishibe Rohan wa Ugokanai,岸辺露伴は動かない,https://myanimelist.net/manga/61959/Kishibe_Rohan_wa_Ugokanai
915,K: Lost Small World,K -Lost Small World-,https://myanimelist.net/manga/73451/K__Lost_Small_World
916,To LOVE-Ru Darkness,To LOVEる -とらぶる- ダークネス,https://myanimelist.net/manga/22519/To_LOVE-Ru_Darkness
917,Sakurasou no Pet na Kanojo,さくら荘のペットな彼女,https://myanimelist.net/manga/28107/Sakurasou_no_Pet_na_Kanojo
918,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",ゲート 自衛隊彼の地にて、斯く戦えり,https://myanimelist.net/manga/41733/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri
919,Kamisama no Iutoori 2,神さまの言うとおり弐,https://myanimelist.net/manga/47363/Kamisama_no_Iutoori_2
920,Aekanaru,アエカナル,https://myanimelist.net/manga/143339/Aekanaru
921,Youkai Gakkou no Sensei Hajimemashita!,妖怪学校の先生はじめました!,https://myanimelist.net/manga/93416/Youkai_Gakkou_no_Sensei_Hajimemashita
922,Ganbare! Nakamura-kun!!,ガンバレ！中村くん!!,https://myanimelist.net/manga/93695/Ganbare_Nakamura-kun
923,Kakegurui Twin,賭ケグルイ双〈ツイン〉,https://myanimelist.net/manga/95347/Kakegurui_Twin
924,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 1-bu - Hon ga Nai nara Tsukureba Ii!,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第一部「本がないなら作ればいい！」,https://myanimelist.net/manga/96194/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_1-bu_-_Hon_ga_Nai_nara_Tsukureba_Ii
925,Gekijouban Sword Art Online: Ordinal Scale,劇場版 ソードアート・オンライン -オーディナル・スケール-,https://myanimelist.net/manga/103244/Gekijouban_Sword_Art_Online__Ordinal_Scale
926,School Zone,スクールゾーン,https://myanimelist.net/manga/120403/School_Zone
927,Akuma de Sourou,悪魔で候,https://myanimelist.net/manga/766/Akuma_de_Sourou
928,Higurashi no Naku Koro ni: Himatsubushi-hen,ひぐらしのなく頃に 暇潰し編,https://myanimelist.net/manga/1261/Higurashi_no_Naku_Koro_ni__Himatsubushi-hen
